cluster,names,scores,logfoldchanges,pvals,pvals_adj
8,SAT1,24.075403,1.6863991,4.525179791162398e-128,4.947212348527648e-125
8,NR4A3,23.836866,2.2934477,1.3858017330618687e-125,1.4392936799580569e-122
8,NFKB1,23.7681,1.881625,7.141598441509598e-125,6.851452346186272e-122
8,CCSER1,23.76743,4.18649,7.256496804164162e-125,6.851452346186272e-122
8,SIPA1L1,23.725986,2.0246089,1.9449008286777087e-124,1.756499131012755e-121
8,TMSB4X,23.409845,0.80318254,3.392624382943854e-121,2.9363164034379058e-118
8,RGS2,22.954472,1.9965292,1.3294659880535193e-116,1.1046267001539082e-113
8,SQSTM1,22.93666,1.4294939,2.002173270658367e-116,1.5995824299275234e-113
8,TXNIP,-22.842718,-1.818705,1.7264609838673308e-115,1.3282239835885998e-112
8,LDLRAD4,22.428457,2.1555524,2.07716408143325e-111,1.5409590106975523e-108
8,IFI30,22.356995,2.1568234,1.0323636570042105e-110,7.394571683893607e-108
8,LYZ,22.185186,2.1630666,4.774466948862684e-109,3.3058409153925223e-106
8,LSP1,22.09396,2.2102227,3.6129312546211505e-108,2.4208970329351787e-105
8,ETV6,22.08258,1.642598,4.647716576953752e-108,3.0169490230151043e-105
8,LYN,21.914383,1.9277481,1.8944614664117834e-106,1.1924773812213808e-103
8,PRKG1,-21.657776,-2.1684499,5.134248689458443e-104,3.136723934630317e-101
8,HLA-DMA,21.62019,2.0166924,1.1600027785429e-103,6.884450775969463e-101
8,BCL2A1,21.53623,1.9436702,7.127710983758681e-103,4.1126892376287593e-100
8,GNA13,21.523159,2.0937424,9.449858727036793e-103,5.305201769675899e-100
8,DUSP2,21.182985,2.0488603,1.3706721641208497e-99,7.492526892925866e-97
8,LCP1,21.156715,1.9781567,2.393213206669897e-99,1.2746621725371052e-96
8,TSC22D1,-21.146639,-1.9681067,2.9632271527604243e-99,1.5388038604284882e-96
8,RORA,-20.904613,-2.0735714,4.861102782177008e-97,2.462800658326361e-94
8,CSF2RA,20.674475,3.401484,5.8802706659201153e-95,2.908213863630777e-92
8,CD86,20.502193,2.5617507,2.058020500839011e-93,9.941674847308823e-91
8,HLA-DRB5,20.438362,2.590015,7.625651248730413e-93,3.600000630423367e-90
8,RBMS3,-20.25762,-2.2310092,3.043172611603794e-91,1.4047284775163113e-88
8,COTL1,20.05789,1.5122939,1.7224244491547613e-89,7.777869708226674e-87
8,PAK1,19.804852,2.601775,2.7035688159963967e-87,1.1948623711888757e-84
8,ALCAM,19.789738,2.155889,3.649419740586607e-87,1.5732337717132244e-84
8,RNASE1,-19.78889,-2.4180105,3.7111715200244556e-87,1.5732337717132244e-84
8,C15orf48,19.651182,2.8563952,5.6482760726959844e-86,2.34651981164082e-83
9,CALCRL,44.567463,4.223362,0.0,0.0
9,BMPR2,37.940784,2.7143583,0.0,0.0
9,PLPP3,38.2057,3.474643,0.0,0.0
9,ERG,38.93469,3.7495828,0.0,0.0
